palabra,pista,
pasadora,adjetivo-inicia-con-p,
pasajera,adjetivo-inicia-con-p,
pasajero,escueto/momentaneo/efimero/seco/conciso/circunstancial/turista/cortante/reducido/excursionista/limitado/sucinto/exiguo/fugaz/accidental/perecedero/viajante/incidental/laconico/transitorio/viajero/anecdotico/secundario/breve/temporal/episodico/abreviado/sobrio/precario/representante/corto/parco,
pasante,nombre/comun-inicia-con-p,
pascual,adjetivo-inicia-con-p,
pascuero,nombre/compuesto-inicia-con-p,
paseador,adjetivo-inicia-con-p,
paseadora,adjetivo-inicia-con-p,
paseante,nombre/comun-inicia-con-p,
paseriforme,adjetivo-inicia-con-p,
pasible,adjetivo-inicia-con-p,
pasicorta,adjetivo-inicia-con-p,
pasicorto,adjetivo-inicia-con-p,
pasiega,adjetivo-inicia-con-p,
pasiego,adjetivo-inicia-con-p,
pasifloracea,adjetivo-inicia-con-p,
pasifloraceo,adjetivo-inicia-con-p,
pasional,adjetivo-inicia-con-p,
pasionista,adjetivo-inicia-con-p,
pasiva,adjetivo-inicia-con-p,
pasivo,deuda/estatico/debito/fijo/indiferente/deficit/vulnerable/indefenso/cargo/invariable/abandonado/adeudo/indolente/obligacion/debe/desganado/debil/relajado/abulico/inerme/fragil/apatico/desinteresado/inmutable/inmovil/endeble/pusilanime/desidioso/desvalido/dita/parado/dejado/compromiso/delicado/endeudamiento/quieto/adeudamiento,
pasmada,adjetivo-inicia-con-p,
pasmado,ganso/boquiabierto/estatico/impresionado/absorto/tontaina/estupefacto/abismado/arrobado/abobado/suspenso/patoso/alelado/terco/obcecado/estupido/atonito/ignorante/tenaz/bruto/simple/lelo/extranado/bobo/pensativo/enajenado/anonadado/majadero/sorprendido/idiota/ensimismado/concentrado/memo/zoquete/knock-out/borrico/simplon/rudo/admirado/imbecil/abstraido/asombrado/torpe/paralizado/pazguato/papanatas/tarado/meditabundo/cabezota/alucinado/obstinado/babieca/bobalicon/ingenuo/caviloso/tonto/patidifuso/maravillado/embobado/embebido/patitieso/petrificado/corto,
pasmosa,adjetivo-inicia-con-p,
pasmoso,sorprendente/sensacional/alucinante/asombroso/increible/impresionante,
paso,pantomima/sainete/ataque/grieta/grada/golpe/rajadura/parodia/comunicacion/angostura/drama/escalon/acercamiento/abertura/embocadura/boquete/rotura/camino/pieza/peldano/llegada/tranco/fisura/obra/via/umbralado/escalera/vado/entrada/representacion/remanso/acceso/brecha/portillo/zancada/hueco/comedia/agujero/umbral/farsa/rendija/orificio,
pasquense,nombre/comun-inicia-con-p,
pasta,vale/cuartos/parne/boleto/volante/conglomerado/barra/efectivo/bono/mazacote/amalgama/masa/lacre/tarjeta/sello/cupon/potingue/misiva/dinero/cedula/billete/metalico/mosca/macarron/amasijo/plata/pelas/guita/moneda/monises/tique/nota/esquela/carta,
pastel,adjetivo-inicia-con-p,
pastelera,adjetivo-inicia-con-p,
pastelero,adjetivo-inicia-con-p,
pastelista,nombre/comun-inicia-con-p,
pasto,adjetivo-inicia-con-p,
pastoral,adjetivo-inicia-con-p,
pastoril,adjetivo-inicia-con-p,
pastosa,adjetivo-inicia-con-p,
pastoso,apelmazado/grumoso/apelotonado/cuajado,
pata,nombre/comun-inicia-con-p,
pataca,adjetivo-inicia-con-p,
pataco,adjetivo-inicia-con-p,
patada,nombre/compuesto-inicia-con-p,
patan,adjetivo-inicia-con-p,
patatera,adjetivo-inicia-con-p,
patatero,adjetivo-inicia-con-p,
pate,adjetivo-inicia-con-p,
patenta,adjetivo-inicia-con-p,
patente,visible/notorio/obvio/explicito/documento/palpable/diploma/licencia/publico/cedula/claro/ostensible/certificado/manifiesto/salvoconducto/expreso/aparente/concreto/registro/evidente/declarado/palmario,
patera,adjetivo-inicia-con-p,
paterna,adjetivo-inicia-con-p,
paternal,adjetivo-inicia-con-p,
paternalista,adjetivo-inicia-con-p,
paterno,adjetivo-inicia-con-p,
patero,adjetivo-inicia-con-p,
patetica,adjetivo-inicia-con-p,
patetico,mal/penoso/triste/desolador/lamentable/deplorable/lastimoso/angustioso/desesperante/fatal/tremendo/horrible/desagradable/pesimo,
patialba,adjetivo-inicia-con-p,
patialbo,adjetivo-inicia-con-p,
patiblanca,adjetivo-inicia-con-p,
patiblanco,adjetivo-inicia-con-p,
patibularia,adjetivo-inicia-con-p,
patibulario,adjetivo-inicia-con-p,
paticoja,adjetivo-inicia-con-p,
paticojo,adjetivo-inicia-con-p,
patidifusa,adjetivo-inicia-con-p,
patidifuso,alucinado/boquiabierto/atonito/pasmado/impresionado/extranado/admirado/absorto/estupefacto/maravillado/asombrado/enajenado/anonadado/patitieso/sorprendido,
patiestevada,adjetivo-inicia-con-p,
patiestevado,adjetivo-inicia-con-p,
patilluda,adjetivo-inicia-con-p,
patilludo,adjetivo-inicia-con-p,
patinador,adjetivo-inicia-con-p,
patinadora,adjetivo-inicia-con-p,
patitiesa,adjetivo-inicia-con-p,
patitieso,boquiabierto/atonito/pasmado/absorto/admirado/patidifuso/enajenado,
patituerta,adjetivo-inicia-con-p,
patituerto,adjetivo-inicia-con-p,
patizamba,adjetivo-inicia-con-p,
patizambo,zambo/patichueco/chueco,
pato,ganso/cisne/anade/oca/ansaron/ansar,
patogena,adjetivo-inicia-con-p,
patogeno,adjetivo-inicia-con-p,
patoja,adjetivo-inicia-con-p,
patojo,adjetivo-inicia-con-p,
patologica,adjetivo-inicia-con-p,
patologico,adjetivo-inicia-con-p,
patosa,adjetivo-inicia-con-p,
patoso,idiota/papanatas/memo/babieca/bobalicon/estupido/simple/pasmado/tontaina/bobo/tonto/imbecil/majadero/pazguato/tarado,
patria,nacionalidad/cuna/ciudadania/nacion/pueblo/pais/procedencia/estado,
patriarcal,adjetivo-inicia-con-p,
patricia,adjetivo-inicia-con-p,
patricio,linajudo/noble/nobiliario/ilustre/senorial/aristocratico,
patrimonial,adjetivo-inicia-con-p,
patrio,indigena/vernaculo/autoctono/regional/territorial/oriundo/nativo/originario/nacional/aborigen/etnico/gentilicio/local/natural,
patriota,nombre/comun-inicia-con-p,
patriotera,adjetivo-inicia-con-p,
patriotero,adjetivo-inicia-con-p,
patriotica,adjetivo-inicia-con-p,
patriotico,adjetivo-inicia-con-p,
patrocinada,adjetivo-inicia-con-p,
patrocinado,adjetivo-inicia-con-p,
patrocinador,mecenas/favorecedor/bienhechor/protector,
patrocinadora,adjetivo-inicia-con-p,
patrocinante,nombre/comun-inicia-con-p,
patronal,adjetivo-inicia-con-p,
patrullera,adjetivo-inicia-con-p,
patrullero,adjetivo-inicia-con-p,
patuda,adjetivo-inicia-con-p,
patudo,adjetivo-inicia-con-p,
paturra,adjetivo-inicia-con-p,
paturro,adjetivo-inicia-con-p,
paul,adjetivo-inicia-con-p,
paulatina,adjetivo-inicia-con-p,
paulatino,premioso/sosegado/panfilo/moroso/tranquilo/continuo/escalonado/pausado/cachazudo/sucesivo/gradual/parsimonioso/tardo/calmoso/graduado/flematico/progresivo/lento/pachorrudo,
pauliana,nombre/compuesto-inicia-con-p,
paunense,nombre/comun-inicia-con-p,
pauperrima,adjetivo-inicia-con-p,
pauperrimo,pobrisimo/miserrimo,
pausada,adjetivo-inicia-con-p,
pausado,premioso/sosegado/panfilo/moroso/tranquilo/holgazan/frio/juicioso/vagaroso/vago/paulatino/machucho/bausan/perezoso/cachazudo/gradual/parsimonioso/tardo/sensato/calmoso/prudente/ponderado/flematico/lento/pachorrudo,
pautado,nombre/compuesto-inicia-con-p,
pava,adjetivo-inicia-con-p,
paviana,adjetivo-inicia-con-p,
paviano,adjetivo-inicia-con-p,
pavitonta,adjetivo-inicia-con-p,
pavitonto,adjetivo-inicia-con-p,
pavo,adjetivo-inicia-con-p,
pavonador,adjetivo-inicia-con-p,
pavonadora,adjetivo-inicia-con-p,
pavorida,adjetivo-inicia-con-p,
pavorido,adjetivo-inicia-con-p,
pavorosa,adjetivo-inicia-con-p,
pavoroso,estremecedor/escalofriante/sobrecogedor/dantesco/aterrador/sorprendente/asombroso/horripilante/inquietante/catastrofico/espeluznante/terrible/infernal/tremendo/horrible/impresionante/espantoso/emocionante,
paya,adjetivo-inicia-con-p,
payasa,adjetivo-inicia-con-p,
payaso,ganso/arlequin/chunguero/jugueton/bufonesco/bullicioso/comico/bufo/chirigotero/bufon/socarron/divertido/sarcastico/chancero/guason/bromista/juglar/chacotero/placentero/chufletero/entretenido/humorista/gracioso/jaranero/histrion/jovial/jocoso/ridiculo/caricato/burlesco/chistoso/hazmerreir/humoristico/risueno/festivo/grotesco/comediante/cachondo/burlon/chocarrero,
payense,nombre/comun-inicia-con-p,
payo,adjetivo-inicia-con-p,
pazguata,adjetivo-inicia-con-p,
pazguato,tontaina/patoso/estupido/simple/lelo/bobo/mentecato/majadero/necio/idiota/memo/pasmado/simplon/lila/imbecil/atontado/papanatas/tarado/babieca/bobalicon/tonto,
peatonal,adjetivo-inicia-con-p,
pecable,adjetivo-inicia-con-p,
pecador,adjetivo-inicia-con-p,
pecadora,adjetivo-inicia-con-p,
pecaminosa,adjetivo-inicia-con-p,
pecaminoso,adjetivo-inicia-con-p,
pecante,adjetivo-inicia-con-p,
pechera,adjetivo-inicia-con-p,
pechero,babador/delantal/babadero/servilleta/babera/babero/baberol,
pechiblanca,adjetivo-inicia-con-p,
pechiblanco,adjetivo-inicia-con-p,
pechisacada,adjetivo-inicia-con-p,
pechisacado,adjetivo-inicia-con-p,
pecinosa,adjetivo-inicia-con-p,
pecinoso,adjetivo-inicia-con-p,
peciolada,adjetivo-inicia-con-p,
peciolado,adjetivo-inicia-con-p,
pecosa,adjetivo-inicia-con-p,
pecoso,adjetivo-inicia-con-p,
pectiniforme,adjetivo-inicia-con-p,
pectoral,adjetivo-inicia-con-p,
pecuaria,adjetivo-inicia-con-p,
pecuario,adjetivo-inicia-con-p,
peculiar,adjetivo-inicia-con-p,
pecuniaria,adjetivo-inicia-con-p,
pecuniario,adjetivo-inicia-con-p,
pedagogica,adjetivo-inicia-con-p,
pedagogico,adjetivo-inicia-con-p,
pedaliacea,adjetivo-inicia-con-p,
pedaliaceo,adjetivo-inicia-con-p,
pedante,adjetivo-inicia-con-p,
pedantesca,adjetivo-inicia-con-p,
pedantesco,adjetivo-inicia-con-p,
pedernalina,adjetivo-inicia-con-p,
pedernalino,adjetivo-inicia-con-p,
pedestre,adjetivo-inicia-con-p,
pediatra,nombre/comun-inicia-con-p,
pediatrica,adjetivo-inicia-con-p,
pediatrico,adjetivo-inicia-con-p,
pediculada,adjetivo-inicia-con-p,
pediculado,adjetivo-inicia-con-p,
pedicular,adjetivo-inicia-con-p,
pedidor,adjetivo-inicia-con-p,
pedidora,adjetivo-inicia-con-p,
pediguena,adjetivo-inicia-con-p,
pedigueno,limosnero/indigente/vagamundo/vagabundo/pordiosero/gorron/menesteroso/sableador/sablista/mendigo/sacadineros/pobre/pechador/sacacuartos,
pedo,adjetivo-inicia-con-p,
pedorra,adjetivo-inicia-con-p,
pedorrera,adjetivo-inicia-con-p,
pedorrero,adjetivo-inicia-con-p,
pedorro,adjetivo-inicia-con-p,
pedracense,nombre/comun-inicia-con-p,
pedregosa,adjetivo-inicia-con-p,
pedregoso,adjetivo-inicia-con-p,
pedriza,adjetivo-inicia-con-p,
pedrizo,adjetivo-inicia-con-p,
pedunculada,adjetivo-inicia-con-p,
pedunculado,adjetivo-inicia-con-p,
pegadillo,nombre/compuesto-inicia-con-p,
pegadiza,adjetivo-inicia-con-p,
pegadizo,adjetivo-inicia-con-p,
pegajosa,adjetivo-inicia-con-p,
pegajoso,adherente/meloso/estomagante/fastidioso/glutinoso/aglutinante/molestoso/viscoso/empalagoso/adhesivo/cohesivo/cargante/empachoso,
pegasea,adjetivo-inicia-con-p,
pegaseo,adjetivo-inicia-con-p,
peinada,adjetivo-inicia-con-p,
peinado,adjetivo-inicia-con-p,
peinador,adjetivo-inicia-con-p,
peinadora,adjetivo-inicia-con-p,
pejina,adjetivo-inicia-con-p,
pejino,adjetivo-inicia-con-p,
pelada,adjetivo-inicia-con-p,
pelado,escueto/mondo/lirondo/desnudo/calvo,
pelador,adjetivo-inicia-con-p,
peladora,adjetivo-inicia-con-p,
pelagiana,adjetivo-inicia-con-p,
pelagiano,adjetivo-inicia-con-p,
pelagrosa,adjetivo-inicia-con-p,
pelagroso,adjetivo-inicia-con-p,
pelasga,adjetivo-inicia-con-p,
pelasgica,adjetivo-inicia-con-p,
pelasgico,adjetivo-inicia-con-p,
pelasgo,adjetivo-inicia-con-p,
peleador,adjetivo-inicia-con-p,
peleadora,adjetivo-inicia-con-p,
pelecaniforme,adjetivo-inicia-con-p,
peleon,adjetivo-inicia-con-p,
peleona,adjetivo-inicia-con-p,
peletera,adjetivo-inicia-con-p,
peletero,adjetivo-inicia-con-p,
peliaguda,adjetivo-inicia-con-p,
peliagudo,arduo/espinoso/trabajoso/complicado/dificil/macanudo/embrollado,
peliblanca,adjetivo-inicia-con-p,
peliblanco,adjetivo-inicia-con-p,
peliblanda,adjetivo-inicia-con-p,
peliblando,adjetivo-inicia-con-p,
pelicana,adjetivo-inicia-con-p,
pelicano,adjetivo-inicia-con-p,
pelicorta,adjetivo-inicia-con-p,
pelicorto,adjetivo-inicia-con-p,
pelicular,adjetivo-inicia-con-p,
peligrosa,adjetivo-inicia-con-p,
peligroso,imprudente/dificultoso/expuesto/espinoso/aventurado/arriscado/azaroso/molesto/arriesgado/temerario/grave/apurado/dificil/osado/inseguro/comprometido/arduo,
pelinegra,adjetivo-inicia-con-p,
pelinegro,adjetivo-inicia-con-p,
pelirroja,adjetivo-inicia-con-p,
pelirrojo,adjetivo-inicia-con-p,
pelirrubia,adjetivo-inicia-con-p,
pelirrubio,adjetivo-inicia-con-p,
pelitiesa,adjetivo-inicia-con-p,
pelitieso,adjetivo-inicia-con-p,
pellejuda,adjetivo-inicia-con-p,
pellejudo,adjetivo-inicia-con-p,
pellizcador,adjetivo-inicia-con-p,
pellizcadora,adjetivo-inicia-con-p,
pelma,nombre/comun-inicia-con-p,
pelmaza,adjetivo-inicia-con-p,
pelmazo,adjetivo-inicia-con-p,
pelon,adjetivo-inicia-con-p,
pelona,adjetivo-inicia-con-p,
peloponense,adjetivo-inicia-con-p,
peloponesia,adjetivo-inicia-con-p,
peloponesio,adjetivo-inicia-con-p,
pelosa,adjetivo-inicia-con-p,
peloso,adjetivo-inicia-con-p,
pelota,nombre/comun-inicia-con-p,
pelotari,nombre/comun-inicia-con-p,
pelotera,adjetivo-inicia-con-p,
pelotero,adjetivo-inicia-con-p,
pelotillera,adjetivo-inicia-con-p,
pelotillero,lisonjeador/lagotero/zalamero/labioso/halagador/carantonero/embelesador/adulador/melifluo/lameculos,
pelotuda,adjetivo-inicia-con-p,
pelotudo,adjetivo-inicia-con-p,
peluda,adjetivo-inicia-con-p,
peludo,lanoso/cabelludo/barbiespeso/velludo/afelpado/melenudo/algodonoso/aterciopelado/velloso/lanudo/barbudo/grenudo/barbado,
pelvi,adjetivo-inicia-con-p,
pelviana,adjetivo-inicia-con-p,
pelviano,adjetivo-inicia-con-p,
pena,adjetivo-inicia-con-p,
penachuda,adjetivo-inicia-con-p,
penachudo,adjetivo-inicia-con-p,
penada,adjetivo-inicia-con-p,
penado,adjetivo-inicia-con-p,
penador,nombre/compuesto-inicia-con-p,
penal,adjetivo-inicia-con-p,
penalense,nombre/comun-inicia-con-p,
penalista,adjetivo-inicia-con-p,
penante,adjetivo-inicia-con-p,
penascosa,adjetivo-inicia-con-p,
penascoso,adjetivo-inicia-con-p,
penazo,nombre/comun-inicia-con-p,
pencuda,adjetivo-inicia-con-p,
pencudo,adjetivo-inicia-con-p,
pendejo,nombre/comun-inicia-con-p,
pendenciera,adjetivo-inicia-con-p,
pendenciero,ostentoso/alborotador/guerrillero/tragahombres/escandaloso/orgulloso/bullicioso/espadachin/beligerante/bravucon/aguerrido/juerguista/petulante/inquieto/camorrista/esgrimidor/batallador/fanfarron/parrandero/jaranero/combatiente/bochinchero/vanidoso/valenton/provocador/soldado/buscarruidos/campeador/belicoso/combativo/buscapleitos/bullanguero/sietemachos/arrogante/guerrero/presumido/revoltoso,
pendiente,adjetivo-inicia-con-p,
pendingue,nombre/compuesto-inicia-con-p,
pendolista,nombre/comun-inicia-con-p,
pendon,bandera/confalon/emblema/grimpola/gallardete/banderin/distintivo/guion/insignia/divisa/oriflama/gonfalon/estandarte/pabellon/labaro/ensena,
pendona,adjetivo-inicia-con-p,
pendonista,adjetivo-inicia-con-p,
pendula,adjetivo-inicia-con-p,
pendular,adjetivo-inicia-con-p,
pendulo,adjetivo-inicia-con-p,
pendura,nombre/compuesto-inicia-con-p,
peneca,adjetivo-inicia-con-p,
penequa,adjetivo-inicia-con-p,
peneque,adjetivo-inicia-con-p,
penetrable,adjetivo-inicia-con-p,
penetrador,adjetivo-inicia-con-p,
penetradora,adjetivo-inicia-con-p,
penetrante,adjetivo-inicia-con-p,
penetrativa,adjetivo-inicia-con-p,
penetrativo,adjetivo-inicia-con-p,
peniana,adjetivo-inicia-con-p,
peniano,adjetivo-inicia-con-p,
penibetica,adjetivo-inicia-con-p,
penibetico,adjetivo-inicia-con-p,
peninsular,adjetivo-inicia-con-p,
penitencial,adjetivo-inicia-con-p,
penitenciaria,adjetivo-inicia-con-p,
penitenciario,adjetivo-inicia-con-p,
penitente,nombre/comun-inicia-con-p,
penosa,adjetivo-inicia-con-p,
penoso,dificultoso/espinoso/agotador/punzante/dificil/pesimo/lamentable/lastimoso/tremendo/horrible/malintencionado/patetico/doloroso/angustioso/trabajoso/lacerante/fatal/desagradable/extenuante/hiriente/embrollado/mal/mordaz/triste/desolador/duro/deplorable/desesperante/laborioso/complicado/fatigoso/profundo/cansador/arduo,
pensable,adjetivo-inicia-con-p,
pensado,nombre/compuesto-inicia-con-p,
pensador,adjetivo-inicia-con-p,
pensadora,adjetivo-inicia-con-p,
pensante,adjetivo-inicia-con-p,
pensativa,adjetivo-inicia-con-p,
pensativo,ensimismado/concentrado/absorto/pasmado/caviloso/abstraido/abismado/embebido/meditabundo,
pensilvana,adjetivo-inicia-con-p,
pensilvano,adjetivo-inicia-con-p,
pensilvense,nombre/comun-inicia-con-p,
pensionada,adjetivo-inicia-con-p,
pensionado,escuela/becado/liceo/academia/instituto/becario/colegio/auxiliado/subvencionado,
pensionista,nombre/comun-inicia-con-p,
pentagona,adjetivo-inicia-con-p,
pentagonal,adjetivo-inicia-con-p,
pentagono,adjetivo-inicia-con-p,
pentamera,adjetivo-inicia-con-p,
pentamero,adjetivo-inicia-con-p,
pentapolitana,adjetivo-inicia-con-p,
pentapolitano,adjetivo-inicia-con-p,
pentasilaba,adjetivo-inicia-con-p,
pentasilabo,adjetivo-inicia-con-p,
penultima,adjetivo-inicia-con-p,
penultimo,adjetivo-inicia-con-p,
penumbrosa,adjetivo-inicia-con-p,
penumbroso,adjetivo-inicia-con-p,
peonia,adjetivo-inicia-con-p,
peonio,adjetivo-inicia-con-p,
peor,adjetivo-inicia-con-p,
peora,adjetivo-inicia-con-p,
pepino,adjetivo-inicia-con-p,
pequena,limitada/corta/escasa/estrecha/reducida,
pequenisima,adjetivo-inicia-con-p,
pequenisimo,adjetivo-inicia-con-p,
pequeno,regordete/minusculo/liliputiense/menguado/benjamin/rechoncho/chico/gordo/beocio/reducido/desmedrado/limitado/bajo/escaso/exiguo/menor/imperceptible/pigmeo/leve/achaparrado/chaparro/minimo/estrecho/intrascendente/insignificante/enano/corto/ultimo,
pequenoburguesa,adjetivo-inicia-con-p,
pequense,nombre/comun-inicia-con-p,
pera,adjetivo-inicia-con-p,
perceptible,adjetivo-inicia-con-p,
perceptiva,adjetivo-inicia-con-p,
perceptivo,adjetivo-inicia-con-p,
perceptor,adjetivo-inicia-con-p,
perceptora,adjetivo-inicia-con-p,
perchelera,adjetivo-inicia-con-p,
perchelero,adjetivo-inicia-con-p,
percheron,asno/matalon/cuadrupedo/jaco/penco/corcel/mulo/montura/mula/yegua/caballo/ruano/potro/petiso/bayo/jaca/bestia/caballeria/cabalgadura/rocin/troton/jamelgo/rocinante,
percherona,adjetivo-inicia-con-p,
percipiente,adjetivo-inicia-con-p,
perdedor,adjetivo-inicia-con-p,
perdedora,adjetivo-inicia-con-p,
perdicera,nombre/compuesto-inicia-con-p,
perdida,declive/frustracion/monstruo/disminucion/quebranto/desprecio/deterioro/degeneracion/feto/baja/descenso/devaluacion/desmejoramiento/aborto/decadencia/depreciacion/quiebra/malogro/menoscabo/recaida/desestimacion/desvaloracion/fracaso/agravamiento/decaida/empeoramiento/mengua/engendro,
perdidiza,adjetivo-inicia-con-p,
perdidizo,adjetivo-inicia-con-p,
perdido,libidinoso/vicioso/impudico/libertino/desenfrenado/calavera/obsceno/crapula/licencioso/disoluto/sensual,
perdiguera,adjetivo-inicia-con-p,
perdiguero,adjetivo-inicia-con-p,
perdonable,adjetivo-inicia-con-p,
perdonador,adjetivo-inicia-con-p,
perdonadora,adjetivo-inicia-con-p,
perdularia,adjetivo-inicia-con-p,
perdulario,adjetivo-inicia-con-p,
perecedera,adjetivo-inicia-con-p,
perecedero,escueto/momentaneo/efimero/seco/conciso/cortante/pasajero/reducido/limitado/sucinto/exiguo/fugaz/laconico/transitorio/breve/temporal/abreviado/sobrio/precario/corto/parco,
pereciendo,nombre/compuesto-inicia-con-p,
peregrina,adjetivo-inicia-con-p,
peregrino,adjetivo-inicia-con-p,
perenne,adjetivo-inicia-con-p,
perentoria,adjetivo-inicia-con-p,
perentorio,apremiante/imperioso/acuciante/necesario/ineludible/urgente,
perezosa,adjetivo-inicia-con-p,
perezoso,zanguango/maula/vainaza/flojo/boludo/holgazan/haragan/conformista/vagaroso/indolente/vagabundo/vago/falaz/sanchopancesco/bausan/pausado/galbanoso/tardo/pelotudo/inutil/remolon/zangano/gandul,
perfeccionador,aleccionador/enriquecedor,
perfeccionadora,adjetivo-inicia-con-p,
perfecta,adjetivo-inicia-con-p,
perfectible,adjetivo-inicia-con-p,
perfectiva,adjetivo-inicia-con-p,
perfectivo,adjetivo-inicia-con-p,
perfecto,completo/superior/gastado/magistral/soberbio/rematado/viejo/justo/destruido/esplendido/arruinado/terminado/consumido/importante/intachable/honrado/valentisimo/imponente/genial/extraordinario/ejemplar/acabado/inmejorable/magnifico/fracasado/consumado/recto/optimo/cabal,
perficiente,adjetivo-inicia-con-p,
perfida,arpia/pecora/bruja/bicho/vibora/malvada,
perfido,malevolo/ladino/viperino/malvado/inconveniente/canalla/desleal/malo/ruin/traidor/depravado/taimado/bellaco/atravesado/bajo/picaro/malintencionado/animalucho/maligno/malicioso/telon/perverso/cabrito/rufian/avieso/cabron/bicharrango /bicharraco/vil/retorcido/solapado/tramposo/habil/bribon/sagaz/falso/receloso/esquinado/siniestro/desconfiado/astuto/venenoso/perjudicial/zorro/pillo/alevoso,
perfilada,adjetivo-inicia-con-p,
perfilado,adjetivo-inicia-con-p,
perforada,nombre/compuesto-inicia-con-p,
perforador,adjetivo-inicia-con-p,
perforadora,adjetivo-inicia-con-p,
perfumador,bujeta/pulverizador/esenciero/pomo,
perfumadora,adjetivo-inicia-con-p,
perfumista,nombre/comun-inicia-con-p,
pergenio,nombre/comun-inicia-con-p,
perica,adjetivo-inicia-con-p,
pericial,adjetivo-inicia-con-p,
perico,nombre/comun-inicia-con-p,
pericon,abano/perico/paipay/abanico,
pericona,adjetivo-inicia-con-p,
perieca,adjetivo-inicia-con-p,
perieco,adjetivo-inicia-con-p,
periferica,adjetivo-inicia-con-p,
periferico,adjetivo-inicia-con-p,
periforme,adjetivo-inicia-con-p,
perilustre,adjetivo-inicia-con-p,
perineal,adjetivo-inicia-con-p,
periodica,adjetivo-inicia-con-p,
periodico,frecuente/rotatorio/boletin/cotidiano/folleto/informe/corriente/circular/alternativo/rotativo/opcional/habitual/comun/variable/marginal/independiente/ciclico/ordinario/no comercial/publicacion/semanario/revista/alterno/diario/gaceta,
periodista,nombre/comun-inicia-con-p,
periodistica,adjetivo-inicia-con-p,
periodistico,adjetivo-inicia-con-p,
periodontal,adjetivo-inicia-con-p,
peripuesta,adjetivo-inicia-con-p,
peripuesto,almidonado/estirado/acicalado/atildado,
periquita,adjetivo-inicia-con-p,
periquito,adjetivo-inicia-con-p,
perisodactilo,adjetivo-inicia-con-p,
perista,nombre/comun-inicia-con-p,
perita,adjetivo-inicia-con-p,
perito,practico/experimentado/experto/habituado/preceptor/aparejador/adiestrado/maestro/diestro/profesor/musico/avezado/arquitecto tecnico/entendido/versado/habil/pedagogo,
perjudicada,adjetivo-inicia-con-p,
perjudicado,afectado/herido/malparado/estropeado/golpeado/roto/agraviado/lastimado/ofendido/victima/danado/deteriorado/maltrecho/damnificado/maltratado,
perjudicador,adjetivo-inicia-con-p,
perjudicadora,adjetivo-inicia-con-p,
perjudicial,adjetivo-inicia-con-p,
perjurador,adjetivo-inicia-con-p,
perjuradora,adjetivo-inicia-con-p,
perlera,adjetivo-inicia-con-p,
perlero,adjetivo-inicia-con-p,
perlina,adjetivo-inicia-con-p,
perlino,blancuzco/albuginoso/blanquinoso/blanco/albino/ruedo/inmaculado/nevado/cano/albero/albar/argentino/nacarado/albugineo/albo/blanquecino/cande/viscoso/palido/plateado/niveo/argenteo/lechoso,
permanente,adjetivo-inicia-con-p,
permeable,adjetivo-inicia-con-p,
permica,adjetivo-inicia-con-p,
permico,adjetivo-inicia-con-p,
permisible,adjetivo-inicia-con-p,
permisiva,adjetivo-inicia-con-p,
permisivo,adjetivo-inicia-con-p,
permisor,adjetivo-inicia-con-p,
permisora,adjetivo-inicia-con-p,
permitidor,adjetivo-inicia-con-p,
permitidora,adjetivo-inicia-con-p,
permutable,adjetivo-inicia-con-p,
perniciosa,adjetivo-inicia-con-p,
pernicioso,letal/ofensivo/mortal/mortifero/venenoso/perjudicial,
pernituerta,adjetivo-inicia-con-p,
pernituerto,adjetivo-inicia-con-p,
perpendicular,adjetivo-inicia-con-p,
perpetrador,adjetivo-inicia-con-p,
perpetradora,adjetivo-inicia-con-p,
perpetua,adjetivo-inicia-con-p,
perpetuo,sempiterno/inmortal/vitalicio/eterno/inmarcesible/perenne/perdurable/permanente/imperecedero/infinito/indestructible,
perpleja,adjetivo-inicia-con-p,
perplejo,adjetivo-inicia-con-p,
perra,zorra/puta/ramera/prostituta/holgazaneria/fulana/zorron/chucha/pelandusca/negligencia,
perrito,nombre/compuesto-inicia-con-p,
perro,chucho/gozque/can/cusco,
perruna,adjetivo-inicia-con-p,
perruno,adjetivo-inicia-con-p,
persa,adjetivo-inicia-con-p,
persecutoria,adjetivo-inicia-con-p,
persecutorio,adjetivo-inicia-con-p,
perseguidor,adjetivo-inicia-con-p,
perseguidora,adjetivo-inicia-con-p,
perseverante,adjetivo-inicia-con-p,
persiana,mampara/ventana/biombo/pantalla/antipara/batiente/cancel/tejadillo/puerta/marco/cerco/bastidor/parasol/contrapuerta/visera,
persiano,adjetivo-inicia-con-p,
persica,adjetivo-inicia-con-p,
persico,adjetivo-inicia-con-p,
persistente,adjetivo-inicia-con-p,
personada,adjetivo-inicia-con-p,
personal,adjetivo-inicia-con-p,
personuda,adjetivo-inicia-con-p,
personudo,adjetivo-inicia-con-p,
perspicaz,adjetivo-inicia-con-p,
perspicua,adjetivo-inicia-con-p,
perspicuo,adjetivo-inicia-con-p,
persuadidor,adjetivo-inicia-con-p,
persuadidora,adjetivo-inicia-con-p,
persuasible,adjetivo-inicia-con-p,
persuasiva,adjetivo-inicia-con-p,
persuasivo,solido/elocuente/convincente/contundente,
persuasor,adjetivo-inicia-con-p,
persuasora,adjetivo-inicia-con-p,
perteneciente,adjetivo-inicia-con-p,
pertinaz,adjetivo-inicia-con-p,
pertinente,adjetivo-inicia-con-p,
perturbable,adjetivo-inicia-con-p,
perturbada,adjetivo-inicia-con-p,
